transaction_id,date,customer_id,product_id,product_name,category,region,channel,payment_method,quantity,unit_price,discount_pct,net_unit_price,revenue,cogs,profit
TXN01853,2023-07-08,CUST0167,PROD017,Dumbbell Set,Sports,West,In-Store,Cash,2,79.99,0.18,65.59,131.18,79.64,51.54
TXN01617,2023-07-08,CUST0379,PROD012,Coffee Maker,Home & Kitchen,North,In-Store,UPI,4,69.99,0.25,52.49,209.96,131.52,78.44
TXN00349,2023-07-08,CUST0081,PROD023,Business Analytics,Books,East,Online,Cash,1,44.99,0.12,39.59,39.59,22.3,17.29
TXN00725,2023-07-09,CUST0284,PROD003,Smart Watch,Electronics,South,In-Store,Debit Card,2,249.99,0.19,202.49,404.98,195.85,209.13
TXN00071,2023-07-09,CUST0036,PROD005,USB-C Hub,Electronics,Central,Mobile App,UPI,1,49.99,0.09,45.49,45.49,24.37,21.12
TXN00760,2023-07-09,CUST0095,PROD001,"Laptop Pro 15""",Electronics,South,Mobile App,Credit Card,3,1199.99,0.14,1031.99,3095.97,1666.18,1429.79
TXN01596,2023-07-09,CUST0349,PROD029,Hair Dryer,Beauty,North,Online,Credit Card,5,59.99,0.13,52.19,260.95,126.73,134.22
TXN00850,2023-07-09,CUST0068,PROD025,ML for Beginners,Books,Central,Online,Cash,4,29.99,0.08,27.59,110.36,58.37,51.99
TXN01700,2023-07-10,CUST0372,PROD019,Water Bottle,Sports,Central,Mobile App,Debit Card,5,24.99,0.04,23.99,119.95,69.78,50.17
TXN01692,2023-07-10,CUST0039,PROD012,Coffee Maker,Home & Kitchen,East,In-Store,Credit Card,2,69.99,0.24,53.19,106.38,63.65,42.73
TXN01759,2023-07-10,CUST0074,PROD025,ML for Beginners,Books,North,Mobile App,Net Banking,4,29.99,0.21,23.69,94.76,54.14,40.62
TXN01890,2023-07-10,CUST0030,PROD016,Yoga Mat,Sports,Central,Online,Debit Card,4,34.99,0.2,27.99,111.96,62.45,49.51
TXN00781,2023-07-10,CUST0399,PROD023,Business Analytics,Books,West,In-Store,UPI,2,44.99,0.0,44.99,89.98,49.82,40.16
TXN00591,2023-07-10,CUST0212,PROD013,Blender Pro,Home & Kitchen,West,Mobile App,UPI,5,59.99,0.25,44.99,224.95,115.83,109.12
TXN00352,2023-07-10,CUST0062,PROD009,Winter Coat,Clothing,Central,Mobile App,Credit Card,3,149.99,0.07,139.49,418.47,194.83,223.64
TXN00967,2023-07-10,CUST0339,PROD012,Coffee Maker,Home & Kitchen,South,Mobile App,Cash,3,69.99,0.11,62.29,186.87,97.91,88.96
TXN00124,2023-07-10,CUST0056,PROD013,Blender Pro,Home & Kitchen,South,In-Store,Credit Card,5,59.99,0.1,53.99,269.95,155.95,114.0
TXN01380,2023-07-10,CUST0289,PROD018,Resistance Bands,Sports,South,Online,UPI,3,19.99,0.13,17.39,52.17,29.89,22.28
TXN00141,2023-07-10,CUST0416,PROD001,"Laptop Pro 15""",Electronics,South,Mobile App,Credit Card,1,1199.99,0.02,1175.99,1175.99,551.91,624.08
TXN00913,2023-07-10,CUST0157,PROD015,Cutting Board,Home & Kitchen,East,In-Store,UPI,3,19.99,0.01,19.79,59.37,28.54,30.83
TXN01493,2023-07-11,CUST0013,PROD027,Moisturizer SPF30,Beauty,East,In-Store,Net Banking,2,29.99,0.17,24.89,49.78,24.95,24.83
TXN01026,2023-07-11,CUST0197,PROD019,Water Bottle,Sports,West,In-Store,Cash,4,24.99,0.24,18.99,75.96,48.93,27.03
TXN01416,2023-07-11,CUST0308,PROD029,Hair Dryer,Beauty,East,In-Store,Net Banking,4,59.99,0.21,47.39,189.56,94.88,94.68
TXN01521,2023-07-11,CUST0466,PROD006,Running Jacket,Clothing,East,Mobile App,UPI,4,79.99,0.05,75.99,303.96,161.32,142.64
TXN00417,2023-07-11,CUST0288,PROD001,"Laptop Pro 15""",Electronics,Central,Mobile App,UPI,5,1199.99,0.25,899.99,4499.95,2894.8,1605.15
TXN00563,2023-07-11,CUST0097,PROD018,Resistance Bands,Sports,West,Mobile App,Net Banking,5,19.99,0.06,18.79,93.95,42.41,51.54
TXN01661,2023-07-11,CUST0414,PROD005,USB-C Hub,Electronics,South,In-Store,Cash,2,49.99,0.13,43.49,86.98,45.07,41.91
TXN01745,2023-07-11,CUST0126,PROD028,Lipstick Set,Beauty,West,In-Store,UPI,2,39.99,0.22,31.19,62.38,38.17,24.21
TXN01472,2023-07-11,CUST0194,PROD012,Coffee Maker,Home & Kitchen,West,Mobile App,Debit Card,5,69.99,0.21,55.29,276.45,141.78,134.67
TXN00177,2023-07-11,CUST0121,PROD018,Resistance Bands,Sports,West,Online,UPI,1,19.99,0.1,17.99,17.99,9.52,8.47
TXN00140,2023-07-11,CUST0489,PROD026,Vitamin C Serum,Beauty,South,Mobile App,Net Banking,3,34.99,0.11,31.14,93.42,54.47,38.95
TXN01496,2023-07-12,CUST0031,PROD029,Hair Dryer,Beauty,North,Online,UPI,2,59.99,0.07,55.79,111.58,63.75,47.83
TXN01174,2023-07-12,CUST0082,PROD030,Perfume 50ml,Beauty,Central,In-Store,Credit Card,1,69.99,0.04,67.19,67.19,31.65,35.54
TXN00504,2023-07-12,CUST0335,PROD028,Lipstick Set,Beauty,West,In-Store,Cash,3,39.99,0.14,34.39,103.17,58.19,44.98
TXN00387,2023-07-12,CUST0052,PROD009,Winter Coat,Clothing,West,Mobile App,Debit Card,4,149.99,0.22,116.99,467.96,243.45,224.51
TXN00435,2023-07-12,CUST0449,PROD006,Running Jacket,Clothing,East,Mobile App,Cash,3,79.99,0.18,65.59,196.77,119.72,77.05
TXN00805,2023-07-12,CUST0227,PROD004,"Tablet 10""",Electronics,West,Online,Credit Card,1,399.99,0.1,359.99,359.99,184.64,175.35
TXN01961,2023-07-12,CUST0063,PROD009,Winter Coat,Clothing,South,Online,Net Banking,4,149.99,0.14,128.99,515.96,332.94,183.02
TXN00564,2023-07-13,CUST0113,PROD017,Dumbbell Set,Sports,East,Online,Net Banking,2,79.99,0.18,65.59,131.18,75.98,55.2
TXN01945,2023-07-13,CUST0177,PROD018,Resistance Bands,Sports,West,Mobile App,Credit Card,1,19.99,0.2,15.99,15.99,8.42,7.57
TXN01450,2023-07-13,CUST0311,PROD029,Hair Dryer,Beauty,North,Online,Net Banking,2,59.99,0.09,54.59,109.18,60.87,48.31
TXN00513,2023-07-13,CUST0198,PROD028,Lipstick Set,Beauty,South,Online,Credit Card,4,39.99,0.15,33.99,135.96,63.05,72.91
TXN00974,2023-07-13,CUST0293,PROD009,Winter Coat,Clothing,South,In-Store,UPI,2,149.99,0.1,134.99,269.98,138.01,131.97
TXN01202,2023-07-13,CUST0395,PROD027,Moisturizer SPF30,Beauty,East,Mobile App,Credit Card,3,29.99,0.05,28.49,85.47,52.83,32.64
TXN01865,2023-07-14,CUST0242,PROD029,Hair Dryer,Beauty,Central,Online,Debit Card,5,59.99,0.14,51.59,257.95,134.49,123.46
TXN00225,2023-07-14,CUST0076,PROD024,SQL Mastery,Books,South,Online,Cash,2,34.99,0.13,30.44,60.88,36.18,24.7
TXN00291,2023-07-14,CUST0087,PROD005,USB-C Hub,Electronics,South,In-Store,UPI,2,49.99,0.14,42.99,85.98,41.61,44.37
TXN01327,2023-07-15,CUST0391,PROD009,Winter Coat,Clothing,North,Online,Debit Card,5,149.99,0.01,148.49,742.45,441.94,300.51
TXN01776,2023-07-15,CUST0193,PROD023,Business Analytics,Books,East,In-Store,Credit Card,3,44.99,0.03,43.64,130.92,82.59,48.33
TXN01560,2023-07-15,CUST0104,PROD029,Hair Dryer,Beauty,East,Mobile App,Net Banking,3,59.99,0.16,50.39,151.17,87.36,63.81
TXN01051,2023-07-15,CUST0335,PROD010,Sneakers,Clothing,Central,In-Store,Debit Card,5,99.99,0.02,97.99,489.95,254.11,235.84
TXN01190,2023-07-15,CUST0146,PROD012,Coffee Maker,Home & Kitchen,West,Mobile App,UPI,5,69.99,0.15,59.49,297.45,166.14,131.31
TXN01757,2023-07-16,CUST0436,PROD004,"Tablet 10""",Electronics,Central,In-Store,Credit Card,4,399.99,0.11,355.99,1423.96,851.29,572.67
TXN01714,2023-07-16,CUST0386,PROD011,Air Fryer 5L,Home & Kitchen,Central,Online,Net Banking,3,89.99,0.18,73.79,221.37,137.74,83.63
TXN00315,2023-07-16,CUST0494,PROD003,Smart Watch,Electronics,Central,Mobile App,Net Banking,1,249.99,0.12,219.99,219.99,107.58,112.41
TXN01049,2023-07-16,CUST0393,PROD026,Vitamin C Serum,Beauty,East,Online,UPI,2,34.99,0.23,26.94,53.88,27.76,26.12
TXN00686,2023-07-16,CUST0182,PROD009,Winter Coat,Clothing,South,Online,Net Banking,5,149.99,0.11,133.49,667.45,409.82,257.63
TXN01391,2023-07-17,CUST0362,PROD021,Data Science Handbook,Books,West,In-Store,UPI,2,49.99,0.14,42.99,85.98,45.18,40.8
TXN00445,2023-07-17,CUST0354,PROD006,Running Jacket,Clothing,West,In-Store,Debit Card,4,79.99,0.1,71.99,287.96,155.87,132.09
TXN00987,2023-07-17,CUST0097,PROD019,Water Bottle,Sports,West,Online,UPI,2,24.99,0.24,18.99,37.98,17.57,20.41
TXN01756,2023-07-17,CUST0229,PROD002,Wireless Earbuds,Electronics,South,Online,Credit Card,3,89.99,0.11,80.09,240.27,149.49,90.78
TXN00290,2023-07-17,CUST0007,PROD021,Data Science Handbook,Books,East,In-Store,Net Banking,5,49.99,0.15,42.49,212.45,109.39,103.06
TXN01595,2023-07-17,CUST0097,PROD026,Vitamin C Serum,Beauty,East,Mobile App,Credit Card,5,34.99,0.01,34.64,173.2,111.43,61.77
TXN01780,2023-07-17,CUST0455,PROD026,Vitamin C Serum,Beauty,West,Online,Cash,3,34.99,0.09,31.84,95.52,49.68,45.84
TXN00989,2023-07-17,CUST0146,PROD016,Yoga Mat,Sports,South,Online,UPI,2,34.99,0.05,33.24,66.48,42.03,24.45
TXN00616,2023-07-18,CUST0456,PROD010,Sneakers,Clothing,North,Mobile App,UPI,3,99.99,0.2,79.99,239.97,138.02,101.95
TXN00375,2023-07-18,CUST0182,PROD026,Vitamin C Serum,Beauty,South,Online,Debit Card,2,34.99,0.14,30.09,60.18,38.91,21.27
TXN01645,2023-07-18,CUST0165,PROD004,"Tablet 10""",Electronics,Central,Online,Net Banking,2,399.99,0.05,379.99,759.98,450.97,309.01
TXN01011,2023-07-18,CUST0348,PROD011,Air Fryer 5L,Home & Kitchen,South,In-Store,Debit Card,5,89.99,0.08,82.79,413.95,238.51,175.44
TXN01719,2023-07-18,CUST0411,PROD005,USB-C Hub,Electronics,Central,Mobile App,Credit Card,2,49.99,0.12,43.99,87.98,51.86,36.12
TXN01712,2023-07-18,CUST0192,PROD014,Knife Set,Home & Kitchen,South,In-Store,Net Banking,1,44.99,0.17,37.34,37.34,19.05,18.29
TXN00028,2023-07-19,CUST0136,PROD009,Winter Coat,Clothing,West,In-Store,Net Banking,1,149.99,0.04,143.99,143.99,64.86,79.13
TXN01984,2023-07-19,CUST0196,PROD028,Lipstick Set,Beauty,Central,In-Store,Net Banking,1,39.99,0.17,33.19,33.19,20.7,12.49
TXN00283,2023-07-19,CUST0347,PROD003,Smart Watch,Electronics,Central,In-Store,Net Banking,2,249.99,0.14,214.99,429.98,242.22,187.76
TXN01809,2023-07-20,CUST0099,PROD012,Coffee Maker,Home & Kitchen,East,Online,Credit Card,4,69.99,0.16,58.79,235.16,122.95,112.21
TXN00879,2023-07-20,CUST0027,PROD004,"Tablet 10""",Electronics,East,Online,Credit Card,5,399.99,0.06,375.99,1879.95,956.83,923.12
TXN00712,2023-07-20,CUST0295,PROD004,"Tablet 10""",Electronics,North,Mobile App,Net Banking,3,399.99,0.04,383.99,1151.97,594.38,557.59
TXN00487,2023-07-20,CUST0408,PROD016,Yoga Mat,Sports,Central,In-Store,Debit Card,4,34.99,0.04,33.59,134.36,66.37,67.99
TXN01132,2023-07-21,CUST0352,PROD028,Lipstick Set,Beauty,Central,Online,Credit Card,1,39.99,0.08,36.79,36.79,23.07,13.72
TXN01422,2023-07-21,CUST0358,PROD017,Dumbbell Set,Sports,South,In-Store,Net Banking,3,79.99,0.02,78.39,235.17,131.69,103.48
TXN00360,2023-07-21,CUST0359,PROD027,Moisturizer SPF30,Beauty,East,In-Store,Net Banking,2,29.99,0.07,27.89,55.78,34.59,21.19
TXN01972,2023-07-21,CUST0348,PROD028,Lipstick Set,Beauty,East,Online,UPI,3,39.99,0.17,33.19,99.57,46.52,53.05
TXN00215,2023-07-21,CUST0259,PROD019,Water Bottle,Sports,West,Online,Debit Card,3,24.99,0.12,21.99,65.97,30.87,35.1
TXN00296,2023-07-21,CUST0187,PROD022,Python Crash Course,Books,North,Mobile App,Debit Card,3,39.99,0.09,36.39,109.17,66.95,42.22
TXN01633,2023-07-21,CUST0470,PROD011,Air Fryer 5L,Home & Kitchen,South,Online,Debit Card,2,89.99,0.03,87.29,174.58,89.04,85.54
TXN00364,2023-07-22,CUST0263,PROD012,Coffee Maker,Home & Kitchen,North,Mobile App,UPI,1,69.99,0.18,57.39,57.39,36.94,20.45
TXN00909,2023-07-22,CUST0447,PROD030,Perfume 50ml,Beauty,East,Mobile App,Net Banking,4,69.99,0.15,59.49,237.96,131.78,106.18
TXN01031,2023-07-23,CUST0362,PROD001,"Laptop Pro 15""",Electronics,Central,Online,Cash,1,1199.99,0.16,1007.99,1007.99,638.44,369.55
TXN00342,2023-07-23,CUST0260,PROD001,"Laptop Pro 15""",Electronics,East,Mobile App,Cash,3,1199.99,0.05,1139.99,3419.97,2170.03,1249.94
TXN00556,2023-07-23,CUST0269,PROD001,"Laptop Pro 15""",Electronics,North,Online,UPI,4,1199.99,0.14,1031.99,4127.96,1879.35,2248.61
TXN01964,2023-07-23,CUST0241,PROD009,Winter Coat,Clothing,Central,Online,Debit Card,2,149.99,0.17,124.49,248.98,153.47,95.51
TXN01940,2023-07-23,CUST0328,PROD020,Jump Rope,Sports,North,In-Store,Net Banking,1,14.99,0.25,11.24,11.24,6.12,5.12
TXN00295,2023-07-23,CUST0496,PROD015,Cutting Board,Home & Kitchen,East,In-Store,Net Banking,2,19.99,0.12,17.59,35.18,17.08,18.1
TXN00548,2023-07-23,CUST0051,PROD018,Resistance Bands,Sports,South,Online,Debit Card,3,19.99,0.14,17.19,51.57,29.06,22.51
TXN00529,2023-07-24,CUST0181,PROD026,Vitamin C Serum,Beauty,West,In-Store,Cash,2,34.99,0.02,34.29,68.58,34.65,33.93
TXN01359,2023-07-24,CUST0134,PROD028,Lipstick Set,Beauty,North,In-Store,Net Banking,4,39.99,0.1,35.99,143.96,77.51,66.45
TXN00993,2023-07-24,CUST0310,PROD012,Coffee Maker,Home & Kitchen,South,Mobile App,UPI,1,69.99,0.25,52.49,52.49,28.3,24.19
TXN01078,2023-07-24,CUST0234,PROD023,Business Analytics,Books,North,In-Store,Net Banking,3,44.99,0.1,40.49,121.47,76.62,44.85
TXN00863,2023-07-24,CUST0046,PROD018,Resistance Bands,Sports,North,Online,Debit Card,2,19.99,0.06,18.79,37.58,22.7,14.88
TXN01958,2023-07-25,CUST0056,PROD013,Blender Pro,Home & Kitchen,West,Mobile App,Credit Card,2,59.99,0.05,56.99,113.98,72.17,41.81
TXN00545,2023-07-25,CUST0144,PROD017,Dumbbell Set,Sports,West,Online,Cash,4,79.99,0.18,65.59,262.36,137.6,124.76
TXN00526,2023-07-25,CUST0315,PROD008,Casual T-Shirt,Clothing,Central,In-Store,Cash,1,24.99,0.15,21.24,21.24,12.64,8.6
TXN00136,2023-07-25,CUST0219,PROD014,Knife Set,Home & Kitchen,North,In-Store,Net Banking,1,44.99,0.02,44.09,44.09,24.06,20.03
TXN01527,2023-07-26,CUST0145,PROD007,Slim Jeans,Clothing,Central,Online,Debit Card,2,59.99,0.16,50.39,100.78,60.33,40.45
TXN01065,2023-07-26,CUST0126,PROD028,Lipstick Set,Beauty,North,Online,Debit Card,5,39.99,0.11,35.59,177.95,85.37,92.58
TXN00049,2023-07-26,CUST0357,PROD028,Lipstick Set,Beauty,East,Mobile App,Debit Card,5,39.99,0.08,36.79,183.95,97.8,86.15
TXN00031,2023-07-26,CUST0062,PROD006,Running Jacket,Clothing,Central,Online,Cash,5,79.99,0.02,78.39,391.95,243.94,148.01
TXN01133,2023-07-26,CUST0052,PROD006,Running Jacket,Clothing,Central,Online,Credit Card,4,79.99,0.06,75.19,300.76,190.03,110.73
TXN01654,2023-07-26,CUST0238,PROD028,Lipstick Set,Beauty,West,In-Store,Debit Card,4,39.99,0.12,35.19,140.76,76.34,64.42
TXN00682,2023-07-27,CUST0196,PROD020,Jump Rope,Sports,West,Mobile App,Debit Card,4,14.99,0.16,12.59,50.36,29.83,20.53
TXN00800,2023-07-27,CUST0249,PROD029,Hair Dryer,Beauty,Central,In-Store,Debit Card,3,59.99,0.12,52.79,158.37,90.37,68.0
TXN01158,2023-07-27,CUST0424,PROD021,Data Science Handbook,Books,West,Online,Credit Card,4,49.99,0.12,43.99,175.96,102.15,73.81
TXN01944,2023-07-27,CUST0303,PROD011,Air Fryer 5L,Home & Kitchen,East,Mobile App,Debit Card,5,89.99,0.2,71.99,359.95,218.42,141.53
TXN00484,2023-07-27,CUST0222,PROD022,Python Crash Course,Books,East,Online,Net Banking,3,39.99,0.1,35.99,107.97,58.33,49.64
TXN00210,2023-07-27,CUST0153,PROD013,Blender Pro,Home & Kitchen,West,Online,Credit Card,4,59.99,0.06,56.39,225.56,137.92,87.64
TXN00510,2023-07-27,CUST0307,PROD006,Running Jacket,Clothing,Central,Mobile App,Credit Card,2,79.99,0.06,75.19,150.38,73.09,77.29
TXN00826,2023-07-28,CUST0460,PROD015,Cutting Board,Home & Kitchen,East,Mobile App,Credit Card,3,19.99,0.22,15.59,46.77,29.47,17.3
TXN00289,2023-07-28,CUST0053,PROD002,Wireless Earbuds,Electronics,North,Online,UPI,4,89.99,0.11,80.09,320.36,179.71,140.65
TXN01324,2023-07-28,CUST0460,PROD003,Smart Watch,Electronics,East,In-Store,UPI,5,249.99,0.2,199.99,999.95,516.97,482.98
TXN01483,2023-07-28,CUST0308,PROD025,ML for Beginners,Books,East,In-Store,Debit Card,4,29.99,0.25,22.49,89.96,45.01,44.95
TXN00041,2023-07-28,CUST0499,PROD027,Moisturizer SPF30,Beauty,Central,Mobile App,Debit Card,1,29.99,0.09,27.29,27.29,15.34,11.95
TXN01629,2023-07-29,CUST0082,PROD007,Slim Jeans,Clothing,Central,Mobile App,Net Banking,4,59.99,0.03,58.19,232.76,147.12,85.64
TXN00771,2023-07-29,CUST0328,PROD011,Air Fryer 5L,Home & Kitchen,East,In-Store,Debit Card,5,89.99,0.19,72.89,364.45,170.45,194.0
TXN01037,2023-07-29,CUST0226,PROD006,Running Jacket,Clothing,Central,Online,Debit Card,2,79.99,0.2,63.99,127.98,62.5,65.48
TXN01621,2023-07-29,CUST0192,PROD030,Perfume 50ml,Beauty,East,Online,Net Banking,3,69.99,0.23,53.89,161.67,90.48,71.19
TXN00458,2023-07-29,CUST0055,PROD011,Air Fryer 5L,Home & Kitchen,East,Mobile App,Debit Card,1,89.99,0.22,70.19,70.19,38.5,31.69
TXN01358,2023-07-29,CUST0032,PROD017,Dumbbell Set,Sports,Central,In-Store,UPI,1,79.99,0.07,74.39,74.39,41.03,33.36
TXN00106,2023-07-30,CUST0023,PROD027,Moisturizer SPF30,Beauty,East,Mobile App,Net Banking,5,29.99,0.1,26.99,134.95,83.83,51.12
TXN01301,2023-07-31,CUST0383,PROD002,Wireless Earbuds,Electronics,Central,Mobile App,Credit Card,2,89.99,0.02,88.19,176.38,79.73,96.65
TXN01794,2023-07-31,CUST0381,PROD017,Dumbbell Set,Sports,West,In-Store,Cash,1,79.99,0.17,66.39,66.39,36.59,29.8
TXN01449,2023-08-01,CUST0392,PROD025,ML for Beginners,Books,North,In-Store,Cash,2,29.99,0.16,25.19,50.38,28.36,22.02
TXN01138,2023-08-01,CUST0073,PROD005,USB-C Hub,Electronics,North,Online,Credit Card,3,49.99,0.03,48.49,145.47,91.25,54.22
TXN00402,2023-08-01,CUST0077,PROD005,USB-C Hub,Electronics,South,Mobile App,Cash,5,49.99,0.13,43.49,217.45,116.1,101.35
TXN00910,2023-08-02,CUST0422,PROD029,Hair Dryer,Beauty,South,Online,Cash,4,59.99,0.17,49.79,199.16,127.38,71.78
TXN01153,2023-08-02,CUST0077,PROD012,Coffee Maker,Home & Kitchen,South,In-Store,Debit Card,1,69.99,0.06,65.79,65.79,29.77,36.02
TXN00223,2023-08-02,CUST0299,PROD014,Knife Set,Home & Kitchen,East,Mobile App,Credit Card,1,44.99,0.09,40.94,40.94,23.94,17.0
TXN00154,2023-08-02,CUST0149,PROD015,Cutting Board,Home & Kitchen,North,In-Store,Credit Card,4,19.99,0.14,17.19,68.76,40.7,28.06
TXN00209,2023-08-02,CUST0317,PROD030,Perfume 50ml,Beauty,North,In-Store,Cash,3,69.99,0.16,58.79,176.37,106.42,69.95
TXN00147,2023-08-03,CUST0233,PROD026,Vitamin C Serum,Beauty,East,Online,UPI,1,34.99,0.19,28.34,28.34,13.97,14.37
TXN00174,2023-08-03,CUST0495,PROD019,Water Bottle,Sports,South,Online,Cash,3,24.99,0.19,20.24,60.72,33.43,27.29
TXN00420,2023-08-03,CUST0208,PROD026,Vitamin C Serum,Beauty,West,Mobile App,Credit Card,4,34.99,0.25,26.24,104.96,52.68,52.28
TXN00778,2023-08-03,CUST0326,PROD027,Moisturizer SPF30,Beauty,East,Online,UPI,3,29.99,0.04,28.79,86.37,43.58,42.79
TXN01455,2023-08-03,CUST0211,PROD026,Vitamin C Serum,Beauty,South,Mobile App,Credit Card,4,34.99,0.15,29.74,118.96,63.48,55.48
TXN00062,2023-08-03,CUST0276,PROD016,Yoga Mat,Sports,Central,Mobile App,Debit Card,3,34.99,0.07,32.54,97.62,51.54,46.08
TXN00738,2023-08-03,CUST0088,PROD003,Smart Watch,Electronics,East,Online,UPI,2,249.99,0.03,242.49,484.98,263.4,221.58
TXN01863,2023-08-03,CUST0291,PROD006,Running Jacket,Clothing,East,Online,Net Banking,3,79.99,0.19,64.79,194.37,117.39,76.98
TXN01379,2023-08-03,CUST0205,PROD030,Perfume 50ml,Beauty,North,In-Store,Credit Card,4,69.99,0.03,67.89,271.56,169.68,101.88
TXN00134,2023-08-04,CUST0270,PROD011,Air Fryer 5L,Home & Kitchen,North,Mobile App,Credit Card,2,89.99,0.07,83.69,167.38,79.56,87.82
TXN00292,2023-08-04,CUST0154,PROD014,Knife Set,Home & Kitchen,West,Online,UPI,2,44.99,0.02,44.09,88.18,47.35,40.83
TXN01877,2023-08-04,CUST0056,PROD011,Air Fryer 5L,Home & Kitchen,North,Online,Debit Card,5,89.99,0.04,86.39,431.95,267.2,164.75
TXN01540,2023-08-04,CUST0458,PROD011,Air Fryer 5L,Home & Kitchen,West,In-Store,UPI,4,89.99,0.07,83.69,334.76,210.96,123.8
TXN00866,2023-08-05,CUST0416,PROD019,Water Bottle,Sports,East,Mobile App,Debit Card,3,24.99,0.14,21.49,64.47,34.47,30.0
TXN00903,2023-08-05,CUST0259,PROD023,Business Analytics,Books,North,Mobile App,Credit Card,2,44.99,0.21,35.54,71.08,36.31,34.77
TXN01156,2023-08-05,CUST0477,PROD023,Business Analytics,Books,South,In-Store,Credit Card,5,44.99,0.13,39.14,195.7,115.83,79.87
TXN00180,2023-08-05,CUST0057,PROD007,Slim Jeans,Clothing,East,Online,UPI,5,59.99,0.24,45.59,227.95,130.34,97.61
TXN01439,2023-08-05,CUST0206,PROD026,Vitamin C Serum,Beauty,North,Online,UPI,3,34.99,0.23,26.94,80.82,48.48,32.34
TXN00333,2023-08-05,CUST0356,PROD001,"Laptop Pro 15""",Electronics,South,In-Store,Credit Card,3,1199.99,0.2,959.99,2879.97,1865.16,1014.81
TXN00024,2023-08-05,CUST0211,PROD017,Dumbbell Set,Sports,West,Mobile App,Credit Card,1,79.99,0.02,78.39,78.39,42.03,36.36
TXN01020,2023-08-06,CUST0091,PROD029,Hair Dryer,Beauty,Central,Online,UPI,3,59.99,0.04,57.59,172.77,84.57,88.2
TXN01390,2023-08-06,CUST0341,PROD011,Air Fryer 5L,Home & Kitchen,West,In-Store,UPI,1,89.99,0.03,87.29,87.29,53.37,33.92
TXN01368,2023-08-06,CUST0263,PROD017,Dumbbell Set,Sports,North,In-Store,UPI,5,79.99,0.21,63.19,315.95,191.77,124.18
TXN01864,2023-08-06,CUST0129,PROD007,Slim Jeans,Clothing,East,Mobile App,Debit Card,1,59.99,0.18,49.19,49.19,29.23,19.96
TXN01501,2023-08-07,CUST0203,PROD015,Cutting Board,Home & Kitchen,West,Online,Cash,1,19.99,0.04,19.19,19.19,11.1,8.09
TXN00443,2023-08-07,CUST0379,PROD006,Running Jacket,Clothing,North,Online,Credit Card,3,79.99,0.09,72.79,218.37,127.82,90.55
TXN01748,2023-08-07,CUST0322,PROD025,ML for Beginners,Books,West,Mobile App,Credit Card,4,29.99,0.05,28.49,113.96,52.44,61.52
TXN01649,2023-08-07,CUST0129,PROD015,Cutting Board,Home & Kitchen,East,Mobile App,Debit Card,4,19.99,0.13,17.39,69.56,35.27,34.29
TXN01385,2023-08-07,CUST0300,PROD026,Vitamin C Serum,Beauty,East,In-Store,Cash,2,34.99,0.07,32.54,65.08,39.97,25.11
TXN00192,2023-08-07,CUST0086,PROD003,Smart Watch,Electronics,West,In-Store,Net Banking,3,249.99,0.08,229.99,689.97,393.64,296.33
TXN01534,2023-08-07,CUST0329,PROD028,Lipstick Set,Beauty,North,Mobile App,Debit Card,5,39.99,0.07,37.19,185.95,112.76,73.19
TXN00327,2023-08-08,CUST0423,PROD028,Lipstick Set,Beauty,South,In-Store,UPI,1,39.99,0.2,31.99,31.99,16.94,15.05
TXN00494,2023-08-08,CUST0087,PROD010,Sneakers,Clothing,North,In-Store,Debit Card,5,99.99,0.09,90.99,454.95,233.51,221.44
TXN01181,2023-08-08,CUST0176,PROD008,Casual T-Shirt,Clothing,East,Online,Debit Card,2,24.99,0.21,19.74,39.48,18.5,20.98
TXN01108,2023-08-08,CUST0102,PROD011,Air Fryer 5L,Home & Kitchen,West,Mobile App,Credit Card,3,89.99,0.25,67.49,202.47,101.13,101.34
TXN00674,2023-08-09,CUST0402,PROD016,Yoga Mat,Sports,West,Mobile App,UPI,3,34.99,0.05,33.24,99.72,58.72,41.0
TXN00806,2023-08-09,CUST0069,PROD010,Sneakers,Clothing,East,Mobile App,Net Banking,3,99.99,0.22,77.99,233.97,112.97,121.0
TXN01196,2023-08-09,CUST0124,PROD025,ML for Beginners,Books,Central,In-Store,Debit Card,3,29.99,0.08,27.59,82.77,53.12,29.65
TXN01035,2023-08-09,CUST0088,PROD004,"Tablet 10""",Electronics,South,In-Store,Debit Card,5,399.99,0.1,359.99,1799.95,913.78,886.17
TXN01114,2023-08-09,CUST0095,PROD008,Casual T-Shirt,Clothing,East,In-Store,UPI,4,24.99,0.07,23.24,92.96,53.11,39.85
TXN00138,2023-08-09,CUST0051,PROD020,Jump Rope,Sports,North,Mobile App,Cash,5,14.99,0.07,13.94,69.7,38.41,31.29
TXN01939,2023-08-09,CUST0207,PROD007,Slim Jeans,Clothing,Central,Mobile App,Credit Card,3,59.99,0.2,47.99,143.97,87.14,56.83
TXN01022,2023-08-10,CUST0390,PROD009,Winter Coat,Clothing,South,In-Store,Credit Card,4,149.99,0.11,133.49,533.96,305.36,228.6
TXN00976,2023-08-10,CUST0210,PROD020,Jump Rope,Sports,East,In-Store,UPI,5,14.99,0.08,13.79,68.95,37.25,31.7
TXN00701,2023-08-10,CUST0313,PROD021,Data Science Handbook,Books,East,In-Store,UPI,1,49.99,0.23,38.49,38.49,22.23,16.26
